"","Соотношение матрица-наполнитель","Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
"27","3.3055354218421","1917.9075063671","478.28624733965","105.78692957136","17.874099909789","328.15457946162","526.69215940593","72.345708794147","3059.0329912123","275.5758795221"
"28","2.7095540945425","1892.0711238068","641.05254940465","96.563293190345","22.989290561324","262.95672199028","804.59262075019","74.511359223088","2288.9673765789","126.81633887083"
"29","2.2828253137093","2008.3575918334","393.96732545538","149.37283237037","21.661750676506","330.49864099683","535.37145911683","72.244924078382","2704.4450809615","261.07707161297"
"30","1.9781401731789","1973.6290966114","991.72409455931","149.3721278901","19.750577886982","232.05819134462","485.45377805732","75.66570055661","2448.9430792513","162.49369362134"
"31","1.7714363930697","1872.4915598841","801.03388254033","79.794547873118","22.296303721921","340.73689844335","864.92918370886","70.947591560976","2796.785401765","123.35626426751"
"32","3.2770869869462","2010.0470119239","339.55042275746","67.498993061737","24.280609020951","254.94908366984","117.53523420793","67.478706626639","2462.6053858683","207.01858129598"
"33","2.9843622258457","1912.3154366446","1183.0918454845","133.54900074328","23.263796567358","314.99612546199","377.38900942845","75.290452217716","2303.7706561607","200.58024935128"
"34","2.9161496209791","1879.9698456543","1003.2701775355","109.23953046949","25.682759477693","294.04853660708","408.35423933724","71.700855618405","3086.5461957629","192.19116209231"
"35","3.2476172106742","1813.2345999776","757.87447899147","81.379870837133","23.422465238069","279.08015749173","575.06285712083","69.341132877179","3188.1363577173","252.87056880778"
"36","2.423875672666","1908.9406010818","530.2286863618","58.262414279219","24.073549227523","325.1386879785","456.90804669773","74.244354174185","1890.5058069878","222.69948725976"
"37","5.0989930895813","1977.3390472493","1572.0960422799","132.34305981668","25.397000979012","286.55643085455","690.36483573595","72.341639733495","1386.5789729301","271.9013936881"
"38","2.4441769858955","2085.4958372234","931.3106360631","110.56483989407","23.487139761181","270.28676509659","278.23002027426","71.479060465963","2740.2296312837","187.86137273977"
"39","2.667696929142","2078.8946761297","1542.1684576617","132.14740331093","22.65010919961","357.97289622541","787.29921703479","76.471788470343","2559.6430474181","163.90277801502"
"40","3.0343994827631","1968.4013879748","455.87101881671","61.421296524764","23.490722911906","316.41457214804","637.37689265656","75.090371736966","2848.490078464","311.05239791964"
"41","2.4652049710955","1936.0991372887","1056.5549851209","71.294058220134","24.523380697423","271.97567829096","129.0771628561","66.420794361959","2868.586527227","227.02255734554"
"42","2.6643886488451","1996.1591453156","525.05777410666","77.506882539453","18.126107057515","223.40868543348","28.658102341346","69.489773480624","2220.5874445891","314.77666871193"
"43","1.1935295819757","1965.9292269426","899.60370102175","102.95906858118","19.566716236384","225.81022287141","871.08895482243","73.454694516503","2335.5417917128","91.047646334499"
"44","2.914333275477","2049.3734037036","382.26335853445","81.352047368865","16.391594726861","233.29606269355","561.99213083873","69.814615161811","2262.7843655603","303.07545236936"
"45","4.3156657821708","1913.3796769784","822.9187354835","143.57693713207","24.275588096404","274.98879441554","260.85934108214","75.957328567088","1639.912525449","248.24432985606"
"46","2.3384242881944","1963.3515601311","1155.1605040936","150.01582977182","18.299421376434","315.90417807259","644.36314205411","71.303989767743","3407.7135811816","304.42327409578"
"47","1.2981672455594","1984.5113728976","1405.7868216589","130.94279793725","21.829239901065","288.95209880887","161.00771849995","74.680913255144","2526.814255745","228.86771964424"
"48","2.1344461442368","1986.3490526227","809.29380350873","95.089021840853","19.364925719002","205.499760974","196.3576426649","76.340207250164","2459.5245260031","289.95714157236"
"49","4.1479664322164","1991.7897886655","1250.1982751008","116.85646217145","21.573264949315","320.74017249755","755.50055516444","70.355464026767","1795.7193592503","189.88330728957"
"50","3.0578301469235","1987.2598588602","403.39523024357","112.7198260481","19.390511070932","336.24538373025","352.83198352772","73.016488886858","2016.5036368043","206.69337887887"
"51","4.1821285843822","1940.7392371819","347.99175041116","111.96977287702","18.800283361216","304.19048833649","229.92833691159","72.769473216596","2097.6694523852","226.42264525706"
"52","1.8469231545813","1956.0872973781","622.7227580118","115.70972016857","21.043317552693","236.88367159921","393.39543680609","64.696400395422","2436.2736592832","188.27412303269"
"53","1.3010250436732","2057.9391925374","939.85900883948","136.32397457802","23.32927188384","292.62571560223","523.8472486462","69.382866074364","2561.544646427","219.32197133345"
"54","3.6319348115438","2065.5178798642","553.62093605569","120.69587752402","24.431893660076","308.97856492645","234.16167437556","69.80219062974","2320.8186814687","266.13830124966"
"55","3.950351763485","2078.085189585","578.47221012733","101.98537257223","23.521570067207","263.93679416466","200.97095629865","75.929426240317","2684.3939468166","321.58318393106"
"56","4.6169895684131","1907.2408813839","854.91187848921","107.6339656803","26.260992773999","294.75075809016","465.51042873691","74.955138512594","2708.0922867869","249.42557016523"
"57","4.2563763273666","1985.4362738917","481.46700879336","86.25804777658","21.351043029966","240.09379413648","61.317854931751","71.596027461603","3156.3001032844","279.64644344124"
"58","4.4673503810724","2045.9199842478","707.06406621662","40.304805693411","22.230347185623","239.5768756898","646.07422165642","73.802966767069","2718.5050482944","268.64454753915"
"59","3.1181762225087","1892.7578001653","968.1791713361","162.46544671008","23.967542820761","260.18989719897","173.81281165916","71.183561047809","2002.0439080037","187.89016429039"
"60","2.6765644382056","2053.4297826253","259.35773613227","106.19543943544","20.311339184118","300.75458411051","417.14328367958","71.187553603365","2145.0158811636","304.42887076434"
"61","3.1757648689205","1970.5181388289","724.57985912052","151.41668418564","22.206366594604","313.62720674137","411.44677118588","73.554367241603","2505.3254858091","205.20279730501"
"62","2.0977464408296","2019.0659656529","1081.4126600427","135.94927643842","21.497303131772","362.87736232657","34.488906436843","74.296700862347","2860.2709609966","186.55566174172"
"63","4.7947106272788","1917.7836007101","764.78710621556","91.660300168943","22.676390371602","317.47364815752","422.07024395459","69.076252045798","2250.2111199647","321.14590190966"
"64","2.5619173843691","1956.587188413","411.16020015156","84.288918645911","26.385859747112","264.96387647524","672.36498014319","70.102894497021","3004.696571992","194.85305696655"
"65","1.7051937885259","1993.6240867953","334.8934060863","115.48232118499","24.461133568691","302.34849649771","168.59906701017","73.781177682502","1624.7205330023","283.28900723279"
"66","4.414161196857","2014.6233180531","607.06163466445","104.09785893216","20.778634323208","227.51331059067","654.54880332396","77.046588221104","2241.4636114578","281.27092784758"
"67","3.4528211498693","1868.3487451913","576.5036581928","87.386934531286","23.32242265027","291.33906866864","338.93714058467","73.593817132731","2957.9155138166","228.91172416346"
"68","2.6819405089248","1843.1825623442","1185.9931496877","106.8238077952","19.332700043509","320.3630185773","75.240019545144","71.215032276702","3377.3280442779","92.447865100009"
"69","3.1200216825949","2042.2802833743","600.76962105772","88.413012645665","23.085422316778","280.64318201782","324.2794022749","69.526014814945","2164.3889355658","138.22472076673"
"70","3.7251519198674","2009.3987204436","962.77418637445","148.31638575967","16.869669635012","289.23616959197","398.9198377424","69.204642007199","1337.424692334","172.54926889962"
"71","2.0012337808596","2008.3107203021","53.582277631198","111.25927526507","22.785076374684","309.57980426006","887.09429491378","72.486545984251","2835.5711428293","141.59841601308"
"72","2.5388687019455","1929.6775307748","1143.7871129136","161.55774068613","22.725194244017","303.53008959714","894.35492341166","75.321098230126","1934.3160328829","131.92218904636"
"73","4.1809111484386","2068.2673908215","844.90556539778","117.85723730793","18.039591588922","347.60841419463","404.64593455947","69.600402819349","3134.1034982233","219.99535125577"
"74","3.1266605963473","1985.3763267492","1039.3859684962","122.02795048554","22.687765330471","247.09068642819","202.39524562502","67.648061231836","1780.6313863826","198.68579502587"
"75","2.3933555967576","2053.9283180202","710.85192852189","134.95754754723","22.130448486989","304.83299923771","361.10634094191","72.047441328383","2802.1780581639","234.208913634"
"76","1.9400214113097","1969.6236123158","1251.7899056538","92.419328368308","22.244669175261","291.93573439461","565.33950813221","69.181599161822","2757.1303034868","211.91263032244"
"77","2.9658117925846","1952.0178976549","105.15446653396","104.48667749956","23.898728042444","308.4739887991","808.8062640142","75.825484164979","1400.3579321796","300.49962768579"
"78","4.4331755468492","1949.4545872247","638.93979708711","114.52837634499","25.798829898068","281.11439081481","293.44445187707","76.836063406607","2331.4695269184","147.0070665567"
"79","2.8968359119851","1929.5201853304","386.79318228456","147.30432714539","22.529384047862","306.85419690189","207.5211573489","69.094185687222","1869.9800885384","138.96771221337"
"80","2.5262078525757","1990.6252616211","469.69213777042","107.58174585823","25.126494687486","325.15887948184","451.86436518306","71.709896137188","2004.9327861335","195.97859018411"
"81","3.7116755351451","1835.9460653768","1312.2665024973","115.49539012816","24.167631967392","259.25820076897","7.0953540126407","75.063222388192","2840.9348525189","228.50865320882"
"82","3.4371928777298","1878.494028581","1129.2518001018","142.13075904865","24.534357028064","246.80936051436","489.98828599528","71.431383301424","2010.3343388636","156.26336629357"
"83","2.9525263862479","2014.7552494694","971.08003439063","99.757990908302","20.208636136113","297.14694776363","574.78607309932","69.93395834277","2902.5091555857","244.03547837051"
"84","2.9033048226395","2019.6011349169","278.10672046054","96.045271707134","19.715323841828","303.81877103994","1021.6100939376","77.976560809195","1604.1445022462","241.31836136157"
"85","4.4571199880582","2017.2044178019","980.1892301934","99.675032793115","25.722449320072","292.10168478606","300.26020240865","73.782827868636","2546.3519623624","192.15890763672"
"86","1.0443614711136","1948.3952377017","1072.0103959914","126.02768531924","21.344914932771","356.53071159911","221.23365422107","69.345372699629","2436.6915081748","172.96966083029"
"87","2.5271022013133","2021.8563952859","881.13714991958","132.65352487722","22.447281994352","255.19094549487","194.04974914196","72.271183002901","3214.534809346","220.5579078684"
"88","3.3194234714587","2075.2212026304","78.91432364388","140.93897171931","24.370475493344","261.48693164646","1013.0296061792","74.273549065332","2044.043573255","301.76575439247"
"89","3.8583946210536","1873.6301543204","981.86322919268","102.42937814607","19.839592386319","244.80238641279","876.82754132915","75.971489310037","1913.0492889647","192.19737089577"
"90","2.1436166814381","1924.8648321671","957.37829018447","116.75362635308","21.978814095184","334.3330670901","679.95021683935","67.026508225048","2133.5911467886","111.05652272876"
"91","2.0413521645778","1967.0375265755","457.12719494793","131.2154890402","21.845143902179","341.41267481322","812.62931179408","76.001527936809","2573.6325559037","239.24127222461"
"92","3.5524180485258","1986.5524399633","818.13519445428","102.61496230946","17.751531083596","256.33592968377","414.21265465884","72.51374718092","2427.7269226661","277.74689833463"
"93","4.2719768525103","1876.1680457001","560.96095088998","63.511845639838","26.03908891692","289.4943157394","237.68817189445","76.439840642442","2155.8622848975","188.75682429546"
"94","1.6209299773483","2110.5664369976","124.13374002862","191.0530037187","21.590294658686","280.12046843285","4.0990434009833","72.680412438166","1461.448845162","171.98860478368"
"95","3.8334052223133","1921.9176394927","1343.6008674888","126.91915150263","21.24537087279","303.84291391516","49.975761399917","70.678691502136","3077.869396488","208.929445658"
"96","2.6077641787117","2009.0343080866","250.54707230483","79.346849832366","21.874256956087","206.00512770065","550.10241574488","74.370869325078","2018.1782471455","174.34976471795"
"97","3.465318407148","2009.7970847204","1061.4075159938","71.420793490158","22.011830868851","345.95274960054","463.41150051959","69.162765982153","3051.0409086093","159.95893478388"
"98","2.1485577140337","1978.5531604784","905.11529578584","144.16009775368","21.01561850205","313.02346719827","355.29145347439","69.56063560748","3277.6608532461","175.90162804111"
"99","3.9528341438712","1931.6878938474","348.35464522898","108.40357102938","22.951690290305","208.04194137442","97.545357732696","71.807954850299","3725.1907600735","134.39255453826"
"100","3.5658549379414","2207.7734806112","696.1491629661","94.187612861334","23.562884632022","291.803991355","384.62939279558","68.784472819547","2596.6852506113","402.1638092196"
"101","3.1078854375069","1988.3019658261","177.03449474926","52.074363628932","16.977083160471","292.07296677027","793.83413503134","75.102747070518","2371.3731320694","172.99571044017"
"102","3.9916328292896","1881.6164873295","663.33292062825","123.5061668711","28.324968023644","220.22560394021","363.12801325011","71.814615599998","2323.7121770496","314.69886568306"
"103","2.3191663314719","1825.9524970441","901.70822235335","112.55632253665","20.43555654393","278.42899285091","495.48340420964","72.325587708782","2401.5223186247","128.47190385532"
"104","2.4034275396069","2018.959131184","9.9862099239741","59.174653727462","22.501117260036","318.19240537555","108.44822944384","69.115762426297","2363.2945459681","222.30730719536"
"105","2.6839288213838","1996.672056359","1071.2099206432","100.70148316447","23.149168041337","288.75825289882","358.35104456637","69.842241653974","2446.5686810069","154.43954208175"
"106","2.3345660134908","2020.9764747603","1013.5135962497","109.50513522839","24.330904761094","266.25862185942","719.87000245896","68.166533905039","3773.1519488153","264.83558442786"
"107","5.1107805527023","1961.3963501209","1074.1313336516","112.32643454392","27.707681736419","266.74367886024","695.84599880554","71.526512036617","2381.1898716791","280.53210089655"
"108","4.1780669454916","1932.7550482817","723.78332115106","108.04547308453","19.475397123374","227.65594028653","82.217044939652","78.143307397504","3307.2444496117","202.92847427206"
"109","3.6486926628733","2008.2693114133","962.27836207122","119.50972347983","18.217981594939","303.84012648286","12.0404868498","73.389639242066","2684.3125825953","207.3455682066"
"110","3.4901617368991","1986.3401101949","1257.7790030424","93.748554127662","24.593271999094","338.10135873781","76.682693407477","76.179382718512","2605.9496338703","261.81946782925"
"111","3.6151814021118","1868.4126313699","800.34906403291","149.27456325266","21.775273145562","282.26565952088","89.074071292479","74.170087571078","2543.236909022","156.38547616598"
"112","2.9198888241934","1910.9314338907","556.7891489243","136.62865714835","21.593174713184","323.79631577337","339.27330196096","68.187508683791","2331.6919121582","189.32920773876"
"113","3.10804304801","1879.0007053156","1106.8257491634","157.076487854","17.089228104804","305.65863517507","1227.2430965145","72.625213107554","1529.6044230796","208.94521226798"
"114","3.1534042728299","2019.5521591592","1063.7427811585","146.03594934032","23.695911148696","295.73169773162","822.31163384175","70.64875277805","2700.665341133","194.23867028391"
"115","3.7845337893903","2080.4362604308","818.58496324204","147.90896092356","23.093714735963","270.14349482828","764.94912931154","74.79131991048","2368.1027140124","149.08456110112"
"116","3.6607870591781","2125.2062090309","856.37970724688","120.19311481994","21.546763757755","224.65747629488","270.45764415617","69.702994320538","2953.3667480099","132.05650313753"
"117","4.1366909764279","1944.5183652948","589.64685316051","102.34913480487","19.580546895681","247.74498322371","371.24765617514","80.075363244465","2588.9812815475","346.27619109433"
"118","3.9731078689183","2007.8687729678","691.3888967407","120.68053941264","24.082653349999","263.12998789619","298.92441024761","71.68049054605","2192.7650451321","162.88266066592"
"119","2.9672677471106","2038.7284531136","1104.7536314963","137.2963852853","20.398796832641","237.00069955228","430.10782215761","69.252305335691","1706.2611478691","383.66340054899"
"120","4.3794304422471","1899.0293214334","329.38605369623","79.833231670983","20.063222982657","308.07672481347","34.547696700597","74.519119055559","1994.6746030109","237.57111554358"
"121","1.6601859658962","1959.5967579397","149.66240526589","118.18466631321","19.331106598173","253.30503377088","987.20156014448","78.868134957946","2355.7253676439","171.81045830345"
"122","2.2178686522664","2076.5225711017","177.23291309539","76.94687503491","21.037842462363","307.30122695702","712.63719675299","73.982965649286","2114.773149935","189.48440053525"
"123","2.1672172325319","2021.8109831831","315.23185730624","95.641677272561","19.431257778407","258.3701685275","131.98164900148","73.353930938575","2494.2142265088","284.1839221797"
"124","3.2893595314991","2061.0144791707","374.15517799859","121.06605048748","20.98172959333","307.84083832195","197.63869625339","75.618515007037","2454.2021875178","252.98851217579"
"125","2.927905087761","2012.5499765106","627.0911025608","97.74035841263","23.961702148049","280.52731930603","237.36103548279","74.066128583821","2170.8324717642","223.8556808683"
"126","2.7913516771253","2135.7986794063","1361.9606544496","122.46633679865","22.532483077367","250.11170090851","949.47392950753","67.455344639569","1849.9174646092","326.66772157591"
"127","1.8214918255849","2045.5581784418","525.75852031134","121.75466086647","22.536131437552","220.15223921887","877.92320348275","71.556740967174","2078.1943652259","229.18260612949"
"128","2.8482496790383","1963.8664668756","1079.951724573","138.87367452421","22.833644594844","294.49409469264","56.140334022909","68.702038710091","2655.4608627853","236.30888485571"
"129","1.7464578707932","1885.7240042363","686.26953508826","106.70460648392","20.575593975321","263.36279645639","182.22552125122","77.094895116497","2364.796770099","256.28323482886"
"130","3.4017608532536","1925.4636875207","577.621201359","132.38836009745","23.373700903325","282.14532866972","601.84200675052","72.622375877502","2014.6357879367","176.30806768027"
"131","2.7570162477577","1986.1314433268","668.45906994809","103.17644327817","21.627801872064","299.04588938772","852.59958459575","76.214100770011","2945.9215845574","243.82597079926"
"132","2.9674273620118","1987.1879479519","418.87780427809","123.34910478611","19.106292238267","305.71262407018","563.97540524115","71.769192493897","2456.3950086604","220.19371407823"
"133","3.9539783775605","2056.2990722923","1428.3823671433","45.122175355037","24.830064856058","319.15046455237","558.30042076825","69.016482658369","2574.6762205453","224.09820254261"
"134","2.9706290026254","2060.7561696942","387.02728024077","45.863125728138","21.344371057975","305.48040885093","370.0452993898","77.36164103202","2471.32329603","257.49562204134"
"135","2.2710324624558","1862.4320653824","1428.8703079696","125.55704204098","24.023624089453","317.57159135124","293.08521985733","81.594750013909","2419.5207171483","220.48182836148"
"136","3.0974507222544","1938.9628778708","370.00537645454","173.25432621612","23.276569540136","253.48176822745","254.10888188281","74.074910105868","1847.8103975447","323.87659084048"
"137","3.3245350577486","1884.4743209467","517.79683930239","106.07495521656","20.409881699125","297.45335910448","730.28957127735","74.692191071366","2012.9734476082","247.84535997687"
"138","1.9638823498781","1941.755695386","976.00327026653","97.068295395022","19.747822177838","242.52332516328","379.67987030616","71.368211868679","2437.943317","190.12623681178"
"139","3.5408059474856","1917.6557278445","1588.6772174212","89.87820663689","21.110360298965","322.00895471281","246.4707564033","75.148678545059","2569.2667809494","204.15301063974"
"140","0.79049943112346","2054.1238099752","876.79480165121","116.8893911004","23.564968970755","353.56194268728","643.64766003426","70.080209567943","2424.1486127931","247.19319009201"
"141","3.6520043449254","2145.260352107","645.81474863049","125.16025735018","23.551392477423","295.10137311364","548.83905928989","76.992003023746","2267.5704904034","165.33235265511"
"142","2.9961541080178","2000.0212601437","963.51498583825","128.4133029043","22.412911171631","293.69590266183","252.55215403993","70.941876839487","2140.6631697666","243.75476990075"
"143","2.7631589235909","1910.8525778044","829.6560666456","122.11212878253","21.177746107015","295.27098438803","430.68237615386","70.577166053484","2203.5811323247","276.53961562812"
"144","4.8742543572124","1974.9177740944","23.614603000437","80.792747630775","20.621846306548","365.18547076714","352.82122375317","75.219359642482","1954.9644426887","293.25674752179"
"145","2.7006392474607","1939.3068913658","956.97194809312","100.21088425477","17.218569582343","279.94416110051","360.51070871434","75.147486544408","2086.3319737426","239.4723747007"
"146","2.5435393425616","1949.4232502191","366.75380398853","71.168797924201","23.554390003114","218.5608356361","793.01865165732","73.017770360914","2166.3224071017","208.48308589078"
"147","2.5168490684134","1954.9819885257","710.40717321375","89.692366898884","22.148860022148","313.56619638842","759.41804866617","74.322191361958","2558.8753897042","183.17770734771"
"148","3.2675229671305","2107.5491131907","712.14882205688","60.994260643364","27.31216730682","268.48500677392","121.56580160507","81.053292822305","3460.4382119465","340.01662558249"
"149","1.9168427670005","2109.4416587792","691.30168473572","116.6065698021","21.611735689952","341.78975387226","372.70528964014","72.680025676007","2085.8663830465","265.17103914191"
"150","2.7213310186026","2006.4311747995","1135.8860425332","76.138874418416","23.594098277489","262.06434465035","873.23789119984","73.161226875575","2365.1136776295","162.58390324818"
"151","3.3600843887132","2014.3035952945","783.01799709946","58.054767125852","20.774248502514","257.1480285198","581.85609650587","75.482075801533","2628.1558790919","213.51977813464"
"152","1.4931959879639","1997.2125546686","1010.7847366242","107.54945640865","17.300539304669","322.53249786837","165.34544871528","72.775930176556","2144.8917333815","160.11549458543"
"153","2.9298794403798","2053.9853786515","911.05845596557","126.72566648855","24.254236425164","285.81110846113","767.38173132453","70.145388571206","1767.3131749786","257.06636808625"
"154","2.0153625869892","2028.5962912058","634.82702523947","115.03479449719","23.703777110279","293.84922656613","245.5906103777","80.254452538495","1486.0947939999","185.83007757709"
"155","3.6387398162279","2062.0135308231","945.0302617866","122.28221762094","21.555255941453","223.26747677057","1019.4423938683","70.85451980817","1673.3551459118","163.43329783882"
"156","2.8295939861184","1944.0969322816","1114.8696341695","124.8742760151","22.132971726698","349.37108885779","873.53072547301","71.568203947811","1687.6312806662","179.21198704551"
"157","3.9215788890822","1832.5609647427","817.33221734605","137.5164552247","20.38733874991","239.66228146148","598.13363632899","73.73322085197","2798.7968396322","295.41993688547"
"158","3.0263570556014","2114.4345842333","490.40170201942","81.635685272565","20.172200321972","294.82068114103","553.81102572732","73.669332634938","2450.4916479327","284.10349043015"
"159","2.7769787233503","2021.5275771882","871.94604411054","107.02991536757","20.388096212433","295.5354875584","318.87827209761","72.205182387274","2498.5446494915","216.6390166293"
"160","2.31454059051","2005.1515546998","905.47360072917","81.793370022446","25.179894255425","265.65200539509","219.87624472182","74.92555486675","2053.6467971079","239.28057583574"
"161","4.5344099993848","1965.8667998438","429.35258858522","128.40201140786","23.946867502654","269.22688610621","1013.4052368884","69.924069919368","1768.4876217345","206.35217732512"
"162","3.7789499636567","1868.7010494958","1152.9871447196","141.17514840505","18.261504768543","283.30416030186","1169.880886911","73.961012586307","2332.5333073637","205.45412724795"
"163","2.3656825318778","1930.9569810136","657.9167049366","97.976013940889","22.140477597413","294.86563094451","750.42381039188","69.582314215856","2326.6161862734","154.71033462335"
"164","2.6784591608731","1914.0792612385","345.19322703403","122.10482324108","16.995303466571","368.65194845311","541.10865988269","76.506519661393","2521.1139378833","201.24407565246"
"165","2.9975735538958","2097.7417219771","1107.8947811921","128.59772275341","24.659623233627","262.61623197595","405.60711396841","74.569259221774","2049.3206853841","173.45679914262"
"166","2.7723797781348","2033.8201899105","1249.3440225525","103.9877189392","24.672746352362","323.30540232115","240.80107815395","78.761627602765","2438.2196828925","170.77068976885"
"167","1.0301885097202","1923.8119757715","274.91149964945","126.75801224638","27.099202833495","278.70956069455","657.02647189536","73.131267549449","2687.1113497382","126.71644303005"
"168","2.3868682435118","1968.9530829027","1190.0196060944","115.23706821527","24.486533636669","298.12890234403","416.22018437004","72.342025054501","2846.7502848306","141.97823077828"
"169","4.1141340139926","2012.1503386945","931.98731603763","88.335516640988","18.531005544842","266.89025102299","71.282496993068","74.454860589425","3003.7529449168","250.26239443715"
"170","3.6184979508668","2037.6239684632","1109.1576469376","133.49964891039","21.573072884049","346.82434042288","560.43268537931","77.508045342248","2607.2593106856","230.78890452627"
"171","2.2751816936064","1999.852103887","788.45627235443","136.71028547338","20.199540777003","367.54931613937","951.14424819879","72.321161235377","2427.9760667224","356.92597453337"
"172","3.4417055765272","1839.8646487226","935.51179206229","99.079858855311","20.715839435442","330.37163651079","556.1532625179","76.632138314678","3791.0728102929","284.85295009151"
"173","3.5840465141589","1982.6012045907","507.65679689737","73.402660025147","25.600547634639","289.54235504823","347.83850744859","76.099200215596","2938.1230260253","195.37041043697"
"174","2.6916591360263","1899.8691513657","742.68113687913","100.33788511081","19.869357237514","358.27087784386","394.16625762924","73.067813869175","2752.0119380042","147.48958214293"
"175","2.0110420500145","2094.7697920809","1057.5974547849","168.91155633798","21.558424872965","396.89822222215","447.18442489162","72.69429808552","1548.0227240656","181.40449095142"
"176","2.2131302557114","2107.8610602611","343.0537951301","74.386504525128","23.075889850845","277.0806757431","105.47772547379","71.329574302693","2667.1092479575","178.78703805616"
"177","2.3651934823033","1934.3094029469","579.94778077033","97.490503523549","26.820442338845","229.94079400171","74.538386602273","75.310287246745","2796.4583446972","224.77383009552"
"178","2.7105308303834","1936.43879876","473.97346816092","122.59922275533","24.365747329353","315.85899626739","588.6018053274","79.336759929146","1960.882953483","268.67103286047"
"179","4.4224662413693","1945.3236989767","636.83105721797","127.66135064842","20.527696284313","249.29160318809","646.63235438319","78.259088740107","2934.8657283506","197.55782227188"
"180","2.9895381249581","1947.9521670288","240.14259004148","110.61546575657","21.031069148014","342.16804546911","0.60373992515395","72.146359637917","1680.9710568765","278.19475910648"
"181","3.0599593719809","2016.6447225116","897.97379255816","121.20063236771","23.460347766024","243.70275762986","352.10601769651","76.796099994553","2742.2999654818","249.37131812819"
"182","2.1033740518894","1905.6427569436","1459.5705406814","105.91836965217","23.682252180587","238.12003907695","495.67476730307","74.128481269847","1809.9932493837","190.26382403971"
"183","3.0372642070079","1816.1077159988","1098.633655122","143.18776207987","25.877519467193","295.97869850396","375.59135961775","72.814265299434","2947.4766711114","196.9145759286"
"184","3.4648265157608","2015.2669843275","1152.9019620644","79.994593652782","19.919425621484","277.07562072513","458.55644490556","73.555639706262","2430.1699340791","231.07825844623"
"185","2.1520547121398","1938.2821436895","1065.6257433834","148.10423339867","19.093391670463","234.85671276839","865.6290360927","72.299461704915","3848.4367318762","143.12364026917"
"186","1.5844525730479","2050.5830505367","486.63572864396","136.18779637614","23.184164973871","234.01950728337","1040.4666446954","70.706532129492","2510.7928790947","132.37817908146"
"187","1.8271516401616","1987.5950894949","428.0245811412","85.768370863369","22.730682509894","321.46061043806","697.77420359818","75.691875474279","1928.0834789356","212.11193532905"
